Device and Rank:  cuda 0
Device and Rank:  cuda 1
Epoch: 1 	Discriminator Loss: 0.007756 	Generator Loss: 0.094028 	D(x): 0.829607 	D(G(z)): 0.202262 / 0.010403
Epoch: 125 	Discriminator Loss: 0.000024 	Generator Loss: 0.000531 	D(x): 0.919747 	D(G(z)): 0.074605 / 0.034745
Epoch: 126 	Discriminator Loss: 0.000018 	Generator Loss: 0.000523 	D(x): 0.939956 	D(G(z)): 0.063620 / 0.029675
Epoch: 127 	Discriminator Loss: 0.000046 	Generator Loss: 0.000634 	D(x): 0.884267 	D(G(z)): 0.115489 / 0.049038
Epoch: 128 	Discriminator Loss: 0.000016 	Generator Loss: 0.000538 	D(x): 0.939705 	D(G(z)): 0.058928 / 0.025240
Epoch: 129 	Discriminator Loss: 0.000018 	Generator Loss: 0.000539 	D(x): 0.935819 	D(G(z)): 0.064871 / 0.028216
Epoch: 130 	Discriminator Loss: 0.000017 	Generator Loss: 0.000544 	D(x): 0.939399 	D(G(z)): 0.060885 / 0.022728
Epoch: 131 	Discriminator Loss: 0.000018 	Generator Loss: 0.000537 	D(x): 0.936324 	D(G(z)): 0.064509 / 0.026761
Epoch: 132 	Discriminator Loss: 0.000016 	Generator Loss: 0.000508 	D(x): 0.942721 	D(G(z)): 0.059479 / 0.028244
Epoch: 133 	Discriminator Loss: 0.000020 	Generator Loss: 0.000516 	D(x): 0.929581 	D(G(z)): 0.070411 / 0.038217
Epoch: 134 	Discriminator Loss: 0.000022 	Generator Loss: 0.000539 	D(x): 0.929794 	D(G(z)): 0.076226 / 0.038388
Epoch: 135 	Discriminator Loss: 0.000093 	Generator Loss: 0.000578 	D(x): 0.805231 	D(G(z)): 0.185716 / 0.092773
Epoch: 136 	Discriminator Loss: 0.000020 	Generator Loss: 0.000477 	D(x): 0.923122 	D(G(z)): 0.075476 / 0.036316
Epoch: 137 	Discriminator Loss: 0.000019 	Generator Loss: 0.000495 	D(x): 0.924570 	D(G(z)): 0.064602 / 0.032463
Epoch: 138 	Discriminator Loss: 0.000017 	Generator Loss: 0.000495 	D(x): 0.936903 	D(G(z)): 0.065676 / 0.026561
Epoch: 139 	Discriminator Loss: 0.000017 	Generator Loss: 0.000517 	D(x): 0.933710 	D(G(z)): 0.062243 / 0.027356
Epoch: 140 	Discriminator Loss: 0.000028 	Generator Loss: 0.000549 	D(x): 0.901057 	D(G(z)): 0.083223 / 0.035117
Epoch: 141 	Discriminator Loss: 0.000021 	Generator Loss: 0.000454 	D(x): 0.924515 	D(G(z)): 0.082618 / 0.040182
Epoch: 142 	Discriminator Loss: 0.000036 	Generator Loss: 0.000472 	D(x): 0.890613 	D(G(z)): 0.104173 / 0.062771
Epoch: 143 	Discriminator Loss: 0.000017 	Generator Loss: 0.000476 	D(x): 0.929669 	D(G(z)): 0.068918 / 0.028564
Epoch: 144 	Discriminator Loss: 0.000019 	Generator Loss: 0.000458 	D(x): 0.925383 	D(G(z)): 0.071306 / 0.040259
Epoch: 145 	Discriminator Loss: 0.000025 	Generator Loss: 0.000516 	D(x): 0.911379 	D(G(z)): 0.092611 / 0.048524
Epoch: 146 	Discriminator Loss: 0.000018 	Generator Loss: 0.000465 	D(x): 0.925492 	D(G(z)): 0.066396 / 0.034678
Epoch: 147 	Discriminator Loss: 0.000026 	Generator Loss: 0.000485 	D(x): 0.904449 	D(G(z)): 0.087354 / 0.050834
Epoch: 148 	Discriminator Loss: 0.000072 	Generator Loss: 0.000512 	D(x): 0.853055 	D(G(z)): 0.160844 / 0.086717
Epoch: 149 	Discriminator Loss: 0.000034 	Generator Loss: 0.000438 	D(x): 0.885291 	D(G(z)): 0.116658 / 0.055258
Epoch: 150 	Discriminator Loss: 0.000018 	Generator Loss: 0.000411 	D(x): 0.922591 	D(G(z)): 0.074154 / 0.040491
Epoch: 151 	Discriminator Loss: 0.000015 	Generator Loss: 0.000438 	D(x): 0.936457 	D(G(z)): 0.063085 / 0.032965
Epoch: 152 	Discriminator Loss: 0.000015 	Generator Loss: 0.000456 	D(x): 0.935977 	D(G(z)): 0.061395 / 0.028000
Epoch: 153 	Discriminator Loss: 0.000016 	Generator Loss: 0.000477 	D(x): 0.933380 	D(G(z)): 0.060678 / 0.027759
Epoch: 154 	Discriminator Loss: 0.000014 	Generator Loss: 0.000461 	D(x): 0.939334 	D(G(z)): 0.062007 / 0.022855
Epoch: 155 	Discriminator Loss: 0.000018 	Generator Loss: 0.000461 	D(x): 0.927436 	D(G(z)): 0.071992 / 0.039500
Epoch: 156 	Discriminator Loss: 0.000017 	Generator Loss: 0.000463 	D(x): 0.932042 	D(G(z)): 0.072695 / 0.030227
Epoch: 157 	Discriminator Loss: 0.000072 	Generator Loss: 0.000489 	D(x): 0.847370 	D(G(z)): 0.153435 / 0.100559
Epoch: 158 	Discriminator Loss: 0.000034 	Generator Loss: 0.000443 	D(x): 0.869546 	D(G(z)): 0.123209 / 0.039792
Epoch: 159 	Discriminator Loss: 0.000021 	Generator Loss: 0.000410 	D(x): 0.913858 	D(G(z)): 0.085607 / 0.048154
Epoch: 160 	Discriminator Loss: 0.000015 	Generator Loss: 0.000381 	D(x): 0.932488 	D(G(z)): 0.072172 / 0.041833
Epoch: 161 	Discriminator Loss: 0.000014 	Generator Loss: 0.000385 	D(x): 0.935089 	D(G(z)): 0.063020 / 0.038022
Epoch: 162 	Discriminator Loss: 0.000014 	Generator Loss: 0.000386 	D(x): 0.934002 	D(G(z)): 0.062791 / 0.042296
Epoch: 163 	Discriminator Loss: 0.000049 	Generator Loss: 0.000410 	D(x): 0.878398 	D(G(z)): 0.119398 / 0.085746
Epoch: 164 	Discriminator Loss: 0.000023 	Generator Loss: 0.000387 	D(x): 0.905668 	D(G(z)): 0.098023 / 0.041892
Epoch: 165 	Discriminator Loss: 0.000014 	Generator Loss: 0.000380 	D(x): 0.930327 	D(G(z)): 0.062305 / 0.035262
Epoch: 166 	Discriminator Loss: 0.000013 	Generator Loss: 0.000380 	D(x): 0.939137 	D(G(z)): 0.063625 / 0.037726
Epoch: 167 	Discriminator Loss: 0.000012 	Generator Loss: 0.000382 	D(x): 0.942502 	D(G(z)): 0.056007 / 0.034563
Epoch: 168 	Discriminator Loss: 0.000012 	Generator Loss: 0.000387 	D(x): 0.941759 	D(G(z)): 0.057024 / 0.032334
Epoch: 169 	Discriminator Loss: 0.000047 	Generator Loss: 0.000414 	D(x): 0.884253 	D(G(z)): 0.118586 / 0.083701
Epoch: 170 	Discriminator Loss: 0.000036 	Generator Loss: 0.000380 	D(x): 0.864701 	D(G(z)): 0.136367 / 0.067870
Epoch: 171 	Discriminator Loss: 0.000018 	Generator Loss: 0.000353 	D(x): 0.917878 	D(G(z)): 0.081305 / 0.043539
Epoch: 172 	Discriminator Loss: 0.000013 	Generator Loss: 0.000361 	D(x): 0.937387 	D(G(z)): 0.063951 / 0.039798
Epoch: 173 	Discriminator Loss: 0.000015 	Generator Loss: 0.000373 	D(x): 0.930463 	D(G(z)): 0.070690 / 0.045839
Epoch: 174 	Discriminator Loss: 0.000011 	Generator Loss: 0.000363 	D(x): 0.946134 	D(G(z)): 0.055793 / 0.034390
Epoch: 175 	Discriminator Loss: 0.000017 	Generator Loss: 0.000385 	D(x): 0.925989 	D(G(z)): 0.074900 / 0.044106
Epoch: 176 	Discriminator Loss: 0.000031 	Generator Loss: 0.000400 	D(x): 0.903253 	D(G(z)): 0.100231 / 0.072855
Epoch: 177 	Discriminator Loss: 0.000029 	Generator Loss: 0.000386 	D(x): 0.883633 	D(G(z)): 0.111980 / 0.047761
Epoch: 178 	Discriminator Loss: 0.000016 	Generator Loss: 0.000359 	D(x): 0.920320 	D(G(z)): 0.077214 / 0.039482
Epoch: 179 	Discriminator Loss: 0.000011 	Generator Loss: 0.000356 	D(x): 0.940257 	D(G(z)): 0.052578 / 0.034070
Epoch: 180 	Discriminator Loss: 0.000010 	Generator Loss: 0.000353 	D(x): 0.946510 	D(G(z)): 0.055193 / 0.032731
Epoch: 181 	Discriminator Loss: 0.000010 	Generator Loss: 0.000364 	D(x): 0.948336 	D(G(z)): 0.053091 / 0.030790
Epoch: 182 	Discriminator Loss: 0.000012 	Generator Loss: 0.000372 	D(x): 0.941692 	D(G(z)): 0.058489 / 0.032160
Epoch: 183 	Discriminator Loss: 0.000011 	Generator Loss: 0.000365 	D(x): 0.941455 	D(G(z)): 0.057133 / 0.034075
Epoch: 184 	Discriminator Loss: 0.000012 	Generator Loss: 0.000353 	D(x): 0.941042 	D(G(z)): 0.061920 / 0.034632
Epoch: 185 	Discriminator Loss: 0.000010 	Generator Loss: 0.000360 	D(x): 0.951351 	D(G(z)): 0.054080 / 0.032408
Epoch: 186 	Discriminator Loss: 0.000105 	Generator Loss: 0.000354 	D(x): 0.784682 	D(G(z)): 0.215890 / 0.153273
Epoch: 187 	Discriminator Loss: 0.000015 	Generator Loss: 0.000318 	D(x): 0.922018 	D(G(z)): 0.081785 / 0.042138
Epoch: 188 	Discriminator Loss: 0.000013 	Generator Loss: 0.000332 	D(x): 0.929750 	D(G(z)): 0.067982 / 0.040894
Epoch: 189 	Discriminator Loss: 0.000011 	Generator Loss: 0.000338 	D(x): 0.940314 	D(G(z)): 0.062762 / 0.036216
Epoch: 190 	Discriminator Loss: 0.000009 	Generator Loss: 0.000337 	D(x): 0.949080 	D(G(z)): 0.050530 / 0.032359
Epoch: 191 	Discriminator Loss: 0.000009 	Generator Loss: 0.000341 	D(x): 0.948487 	D(G(z)): 0.052107 / 0.030581
Epoch: 192 	Discriminator Loss: 0.000009 	Generator Loss: 0.000342 	D(x): 0.951115 	D(G(z)): 0.050044 / 0.031045
Epoch: 193 	Discriminator Loss: 0.000009 	Generator Loss: 0.000348 	D(x): 0.950933 	D(G(z)): 0.047536 / 0.028605
Epoch: 194 	Discriminator Loss: 0.000010 	Generator Loss: 0.000348 	D(x): 0.943274 	D(G(z)): 0.055284 / 0.030755
Epoch: 195 	Discriminator Loss: 0.000058 	Generator Loss: 0.000353 	D(x): 0.827663 	D(G(z)): 0.165951 / 0.114330
Epoch: 196 	Discriminator Loss: 0.000014 	Generator Loss: 0.000322 	D(x): 0.925837 	D(G(z)): 0.075361 / 0.039521
Epoch: 197 	Discriminator Loss: 0.000010 	Generator Loss: 0.000329 	D(x): 0.942482 	D(G(z)): 0.051857 / 0.031259
Epoch: 198 	Discriminator Loss: 0.000008 	Generator Loss: 0.000333 	D(x): 0.952466 	D(G(z)): 0.045716 / 0.029539
