cuda
Epoch: 1 	Discriminator Loss: 0.007285 	Generator Loss: 0.088408 	D(x): 0.839821 	D(G(z)): 0.195001 / 0.011616
Epoch: 30 	Discriminator Loss: 0.000108 	Generator Loss: 0.003050 	D(x): 0.916653 	D(G(z)): 0.078578 / 0.014298
Epoch: 31 	Discriminator Loss: 0.000166 	Generator Loss: 0.002562 	D(x): 0.890873 	D(G(z)): 0.109841 / 0.027510
Epoch: 32 	Discriminator Loss: 0.000227 	Generator Loss: 0.002835 	D(x): 0.851794 	D(G(z)): 0.145406 / 0.037848
Epoch: 33 	Discriminator Loss: 0.000088 	Generator Loss: 0.002516 	D(x): 0.919846 	D(G(z)): 0.070571 / 0.016101
Epoch: 34 	Discriminator Loss: 0.000122 	Generator Loss: 0.002971 	D(x): 0.897871 	D(G(z)): 0.094970 / 0.017278
Epoch: 35 	Discriminator Loss: 0.000072 	Generator Loss: 0.002348 	D(x): 0.934622 	D(G(z)): 0.068975 / 0.012671
Epoch: 36 	Discriminator Loss: 0.000112 	Generator Loss: 0.002677 	D(x): 0.904552 	D(G(z)): 0.090301 / 0.013305
Epoch: 37 	Discriminator Loss: 0.000168 	Generator Loss: 0.002203 	D(x): 0.873067 	D(G(z)): 0.121888 / 0.038682
Epoch: 38 	Discriminator Loss: 0.000118 	Generator Loss: 0.001888 	D(x): 0.893792 	D(G(z)): 0.095678 / 0.028794
Epoch: 39 	Discriminator Loss: 0.000187 	Generator Loss: 0.002078 	D(x): 0.848655 	D(G(z)): 0.144213 / 0.042414
Epoch: 40 	Discriminator Loss: 0.000133 	Generator Loss: 0.001678 	D(x): 0.870611 	D(G(z)): 0.128725 / 0.035842
Epoch: 41 	Discriminator Loss: 0.000142 	Generator Loss: 0.001812 	D(x): 0.872863 	D(G(z)): 0.121840 / 0.035131
Epoch: 42 	Discriminator Loss: 0.000120 	Generator Loss: 0.001539 	D(x): 0.875022 	D(G(z)): 0.120225 / 0.045441
Epoch: 43 	Discriminator Loss: 0.000114 	Generator Loss: 0.001714 	D(x): 0.877467 	D(G(z)): 0.114313 / 0.036325
Epoch: 44 	Discriminator Loss: 0.000084 	Generator Loss: 0.001737 	D(x): 0.903844 	D(G(z)): 0.094464 / 0.020451
Epoch: 45 	Discriminator Loss: 0.000111 	Generator Loss: 0.001787 	D(x): 0.879743 	D(G(z)): 0.115881 / 0.032635
Epoch: 46 	Discriminator Loss: 0.000132 	Generator Loss: 0.001748 	D(x): 0.870082 	D(G(z)): 0.129203 / 0.034173
Epoch: 47 	Discriminator Loss: 0.000139 	Generator Loss: 0.001870 	D(x): 0.872577 	D(G(z)): 0.131604 / 0.018340
Epoch: 48 	Discriminator Loss: 0.000117 	Generator Loss: 0.001554 	D(x): 0.867865 	D(G(z)): 0.122985 / 0.034733
Epoch: 49 	Discriminator Loss: 0.000113 	Generator Loss: 0.001556 	D(x): 0.869660 	D(G(z)): 0.121032 / 0.034200
Epoch: 50 	Discriminator Loss: 0.000074 	Generator Loss: 0.001393 	D(x): 0.898436 	D(G(z)): 0.089901 / 0.030680
Epoch: 51 	Discriminator Loss: 0.000095 	Generator Loss: 0.001445 	D(x): 0.890055 	D(G(z)): 0.114013 / 0.032488
Epoch: 52 	Discriminator Loss: 0.000125 	Generator Loss: 0.001346 	D(x): 0.861274 	D(G(z)): 0.135890 / 0.053008
Epoch: 53 	Discriminator Loss: 0.000170 	Generator Loss: 0.001346 	D(x): 0.833025 	D(G(z)): 0.165721 / 0.060606
Epoch: 54 	Discriminator Loss: 0.000128 	Generator Loss: 0.001251 	D(x): 0.839415 	D(G(z)): 0.144500 / 0.047024
Epoch: 55 	Discriminator Loss: 0.000086 	Generator Loss: 0.001222 	D(x): 0.885813 	D(G(z)): 0.117753 / 0.037827
Epoch: 56 	Discriminator Loss: 0.000102 	Generator Loss: 0.001278 	D(x): 0.869281 	D(G(z)): 0.133392 / 0.033585
Epoch: 57 	Discriminator Loss: 0.000090 	Generator Loss: 0.001099 	D(x): 0.871450 	D(G(z)): 0.123937 / 0.039687
Epoch: 58 	Discriminator Loss: 0.000092 	Generator Loss: 0.001203 	D(x): 0.871936 	D(G(z)): 0.123435 / 0.035167
Epoch: 59 	Discriminator Loss: 0.000074 	Generator Loss: 0.001137 	D(x): 0.886989 	D(G(z)): 0.106410 / 0.036459
Epoch: 60 	Discriminator Loss: 0.000093 	Generator Loss: 0.001091 	D(x): 0.873766 	D(G(z)): 0.129145 / 0.046383
Epoch: 61 	Discriminator Loss: 0.000094 	Generator Loss: 0.001180 	D(x): 0.859588 	D(G(z)): 0.137625 / 0.035920
Epoch: 62 	Discriminator Loss: 0.000101 	Generator Loss: 0.001205 	D(x): 0.857012 	D(G(z)): 0.138951 / 0.040571
Epoch: 63 	Discriminator Loss: 0.000061 	Generator Loss: 0.001028 	D(x): 0.895603 	D(G(z)): 0.102658 / 0.031685
Epoch: 64 	Discriminator Loss: 0.000086 	Generator Loss: 0.000988 	D(x): 0.869365 	D(G(z)): 0.123712 / 0.052673
Epoch: 65 	Discriminator Loss: 0.000088 	Generator Loss: 0.001123 	D(x): 0.869002 	D(G(z)): 0.134126 / 0.037357
Epoch: 66 	Discriminator Loss: 0.000089 	Generator Loss: 0.001078 	D(x): 0.865400 	D(G(z)): 0.134567 / 0.038032
Epoch: 67 	Discriminator Loss: 0.000081 	Generator Loss: 0.000992 	D(x): 0.861709 	D(G(z)): 0.130592 / 0.039195
Epoch: 68 	Discriminator Loss: 0.000067 	Generator Loss: 0.001002 	D(x): 0.886535 	D(G(z)): 0.118491 / 0.037326
Epoch: 69 	Discriminator Loss: 0.000088 	Generator Loss: 0.000971 	D(x): 0.859364 	D(G(z)): 0.136114 / 0.049320
Epoch: 70 	Discriminator Loss: 0.000069 	Generator Loss: 0.000943 	D(x): 0.879727 	D(G(z)): 0.119510 / 0.038847
Epoch: 71 	Discriminator Loss: 0.000081 	Generator Loss: 0.001027 	D(x): 0.873264 	D(G(z)): 0.123135 / 0.039719
Epoch: 72 	Discriminator Loss: 0.000083 	Generator Loss: 0.000953 	D(x): 0.858666 	D(G(z)): 0.138818 / 0.045989
Epoch: 73 	Discriminator Loss: 0.000125 	Generator Loss: 0.000963 	D(x): 0.819521 	D(G(z)): 0.170571 / 0.072443
Epoch: 74 	Discriminator Loss: 0.000081 	Generator Loss: 0.000854 	D(x): 0.858441 	D(G(z)): 0.151424 / 0.045668
Epoch: 75 	Discriminator Loss: 0.000064 	Generator Loss: 0.000786 	D(x): 0.869569 	D(G(z)): 0.119745 / 0.048908
Epoch: 76 	Discriminator Loss: 0.000067 	Generator Loss: 0.000815 	D(x): 0.868255 	D(G(z)): 0.131186 / 0.044126
Epoch: 77 	Discriminator Loss: 0.000062 	Generator Loss: 0.000812 	D(x): 0.874099 	D(G(z)): 0.121167 / 0.046250
Epoch: 78 	Discriminator Loss: 0.000056 	Generator Loss: 0.000815 	D(x): 0.887735 	D(G(z)): 0.112805 / 0.042704
Epoch: 79 	Discriminator Loss: 0.000110 	Generator Loss: 0.000860 	D(x): 0.826333 	D(G(z)): 0.171731 / 0.072175
Epoch: 80 	Discriminator Loss: 0.000085 	Generator Loss: 0.000813 	D(x): 0.848557 	D(G(z)): 0.146670 / 0.059667
Epoch: 81 	Discriminator Loss: 0.000080 	Generator Loss: 0.000784 	D(x): 0.845721 	D(G(z)): 0.153361 / 0.064766
Epoch: 82 	Discriminator Loss: 0.000061 	Generator Loss: 0.000765 	D(x): 0.871815 	D(G(z)): 0.123604 / 0.046482
Epoch: 83 	Discriminator Loss: 0.000061 	Generator Loss: 0.000731 	D(x): 0.874285 	D(G(z)): 0.125771 / 0.056803
Epoch: 84 	Discriminator Loss: 0.000083 	Generator Loss: 0.000842 	D(x): 0.852477 	D(G(z)): 0.147834 / 0.064446
Epoch: 85 	Discriminator Loss: 0.000063 	Generator Loss: 0.000807 	D(x): 0.865196 	D(G(z)): 0.131730 / 0.042867
Epoch: 86 	Discriminator Loss: 0.000045 	Generator Loss: 0.000737 	D(x): 0.894130 	D(G(z)): 0.101814 / 0.038212
Epoch: 87 	Discriminator Loss: 0.000039 	Generator Loss: 0.000743 	D(x): 0.904009 	D(G(z)): 0.089578 / 0.036027
Epoch: 88 	Discriminator Loss: 0.000067 	Generator Loss: 0.000816 	D(x): 0.868268 	D(G(z)): 0.133305 / 0.045683
Epoch: 89 	Discriminator Loss: 0.000078 	Generator Loss: 0.000791 	D(x): 0.855634 	D(G(z)): 0.149131 / 0.061968
Epoch: 90 	Discriminator Loss: 0.000055 	Generator Loss: 0.000762 	D(x): 0.874993 	D(G(z)): 0.114408 / 0.041468
Epoch: 91 	Discriminator Loss: 0.000047 	Generator Loss: 0.000715 	D(x): 0.889656 	D(G(z)): 0.110430 / 0.044969
Epoch: 92 	Discriminator Loss: 0.000054 	Generator Loss: 0.000788 	D(x): 0.883680 	D(G(z)): 0.120840 / 0.047230
Epoch: 93 	Discriminator Loss: 0.000059 	Generator Loss: 0.000751 	D(x): 0.872074 	D(G(z)): 0.123512 / 0.055073
Epoch: 94 	Discriminator Loss: 0.000036 	Generator Loss: 0.000689 	D(x): 0.908021 	D(G(z)): 0.087523 / 0.035799
Epoch: 95 	Discriminator Loss: 0.000031 	Generator Loss: 0.000681 	D(x): 0.915917 	D(G(z)): 0.082357 / 0.030011
Epoch: 96 	Discriminator Loss: 0.000068 	Generator Loss: 0.000763 	D(x): 0.872498 	D(G(z)): 0.129340 / 0.058857
Epoch: 97 	Discriminator Loss: 0.000046 	Generator Loss: 0.000725 	D(x): 0.885275 	D(G(z)): 0.108217 / 0.032928
Epoch: 98 	Discriminator Loss: 0.000036 	Generator Loss: 0.000640 	D(x): 0.903203 	D(G(z)): 0.096900 / 0.032934
Epoch: 99 	Discriminator Loss: 0.000032 	Generator Loss: 0.000642 	D(x): 0.907881 	D(G(z)): 0.083660 / 0.039720
Epoch: 100 	Discriminator Loss: 0.000033 	Generator Loss: 0.000650 	D(x): 0.913255 	D(G(z)): 0.092353 / 0.038385
Epoch: 101 	Discriminator Loss: 0.000057 	Generator Loss: 0.000695 	D(x): 0.875749 	D(G(z)): 0.121648 / 0.060839
Epoch: 102 	Discriminator Loss: 0.000042 	Generator Loss: 0.000650 	D(x): 0.890992 	D(G(z)): 0.103065 / 0.059893
Epoch: 103 	Discriminator Loss: 0.000040 	Generator Loss: 0.000676 	D(x): 0.899950 	D(G(z)): 0.105018 / 0.044317
Epoch: 104 	Discriminator Loss: 0.000025 	Generator Loss: 0.000616 	D(x): 0.925612 	D(G(z)): 0.070832 / 0.031560
Epoch: 105 	Discriminator Loss: 0.000049 	Generator Loss: 0.000708 	D(x): 0.882795 	D(G(z)): 0.114851 / 0.054552
Epoch: 106 	Discriminator Loss: 0.000031 	Generator Loss: 0.000610 	D(x): 0.910436 	D(G(z)): 0.088485 / 0.034345
Epoch: 107 	Discriminator Loss: 0.000034 	Generator Loss: 0.000623 	D(x): 0.905403 	D(G(z)): 0.090859 / 0.044894
Epoch: 108 	Discriminator Loss: 0.000117 	Generator Loss: 0.000700 	D(x): 0.812321 	D(G(z)): 0.194109 / 0.105861
Epoch: 109 	Discriminator Loss: 0.000046 	Generator Loss: 0.000574 	D(x): 0.873599 	D(G(z)): 0.119183 / 0.054954
Epoch: 110 	Discriminator Loss: 0.000029 	Generator Loss: 0.000569 	D(x): 0.915414 	D(G(z)): 0.086145 / 0.036341
Epoch: 111 	Discriminator Loss: 0.000030 	Generator Loss: 0.000555 	D(x): 0.908557 	D(G(z)): 0.085113 / 0.043608
Epoch: 112 	Discriminator Loss: 0.000023 	Generator Loss: 0.000549 	D(x): 0.926125 	D(G(z)): 0.070997 / 0.041812
Epoch: 113 	Discriminator Loss: 0.000033 	Generator Loss: 0.000611 	D(x): 0.910977 	D(G(z)): 0.096436 / 0.038429
Epoch: 114 	Discriminator Loss: 0.000036 	Generator Loss: 0.000660 	D(x): 0.900418 	D(G(z)): 0.097114 / 0.034999
Epoch: 115 	Discriminator Loss: 0.000028 	Generator Loss: 0.000556 	D(x): 0.911442 	D(G(z)): 0.085322 / 0.043078
Epoch: 116 	Discriminator Loss: 0.000024 	Generator Loss: 0.000527 	D(x): 0.923405 	D(G(z)): 0.076580 / 0.038346
Epoch: 117 	Discriminator Loss: 0.000024 	Generator Loss: 0.000564 	D(x): 0.924806 	D(G(z)): 0.073388 / 0.039336
Epoch: 118 	Discriminator Loss: 0.000068 	Generator Loss: 0.000578 	D(x): 0.840259 	D(G(z)): 0.160171 / 0.094273
Epoch: 119 	Discriminator Loss: 0.000024 	Generator Loss: 0.000568 	D(x): 0.919169 	D(G(z)): 0.075694 / 0.028545
Epoch: 120 	Discriminator Loss: 0.000021 	Generator Loss: 0.000542 	D(x): 0.929583 	D(G(z)): 0.069172 / 0.031548
Epoch: 121 	Discriminator Loss: 0.000022 	Generator Loss: 0.000582 	D(x): 0.924755 	D(G(z)): 0.072078 / 0.027295
Epoch: 122 	Discriminator Loss: 0.000019 	Generator Loss: 0.000596 	D(x): 0.936121 	D(G(z)): 0.065883 / 0.025000
Epoch: 123 	Discriminator Loss: 0.000036 	Generator Loss: 0.000615 	D(x): 0.899221 	D(G(z)): 0.099437 / 0.044422
Epoch: 124 	Discriminator Loss: 0.000016 	Generator Loss: 0.000597 	D(x): 0.941705 	D(G(z)): 0.056229 / 0.019300
Epoch: 125 	Discriminator Loss: 0.000017 	Generator Loss: 0.000548 	D(x): 0.938251 	D(G(z)): 0.060173 / 0.027069
Epoch: 126 	Discriminator Loss: 0.000036 	Generator Loss: 0.000580 	D(x): 0.893944 	D(G(z)): 0.107340 / 0.048094
Epoch: 127 	Discriminator Loss: 0.000033 	Generator Loss: 0.000545 	D(x): 0.911304 	D(G(z)): 0.099895 / 0.056734
Epoch: 128 	Discriminator Loss: 0.000106 	Generator Loss: 0.000543 	D(x): 0.784366 	D(G(z)): 0.211300 / 0.137789
Epoch: 129 	Discriminator Loss: 0.000039 	Generator Loss: 0.000524 	D(x): 0.877937 	D(G(z)): 0.117633 / 0.045767
Epoch: 130 	Discriminator Loss: 0.000023 	Generator Loss: 0.000463 	D(x): 0.912363 	D(G(z)): 0.081236 / 0.040987
Epoch: 131 	Discriminator Loss: 0.000018 	Generator Loss: 0.000483 	D(x): 0.931403 	D(G(z)): 0.068297 / 0.035019
Epoch: 132 	Discriminator Loss: 0.000020 	Generator Loss: 0.000499 	D(x): 0.928590 	D(G(z)): 0.072853 / 0.030602
Epoch: 133 	Discriminator Loss: 0.000019 	Generator Loss: 0.000486 	D(x): 0.927988 	D(G(z)): 0.066969 / 0.033679
Epoch: 134 	Discriminator Loss: 0.000018 	Generator Loss: 0.000516 	D(x): 0.933652 	D(G(z)): 0.067608 / 0.031280
Epoch: 135 	Discriminator Loss: 0.000015 	Generator Loss: 0.000483 	D(x): 0.940019 	D(G(z)): 0.055813 / 0.030470
Epoch: 136 	Discriminator Loss: 0.000023 	Generator Loss: 0.000497 	D(x): 0.916719 	D(G(z)): 0.083468 / 0.039797
Epoch: 137 	Discriminator Loss: 0.000065 	Generator Loss: 0.000527 	D(x): 0.847520 	D(G(z)): 0.156890 / 0.088329
Epoch: 138 	Discriminator Loss: 0.000027 	Generator Loss: 0.000467 	D(x): 0.900784 	D(G(z)): 0.095709 / 0.047364
Epoch: 139 	Discriminator Loss: 0.000019 	Generator Loss: 0.000451 	D(x): 0.924227 	D(G(z)): 0.075663 / 0.036270
Epoch: 140 	Discriminator Loss: 0.000020 	Generator Loss: 0.000451 	D(x): 0.920415 	D(G(z)): 0.078333 / 0.039306
Epoch: 141 	Discriminator Loss: 0.000046 	Generator Loss: 0.000509 	D(x): 0.869684 	D(G(z)): 0.127686 / 0.078082
Epoch: 142 	Discriminator Loss: 0.000024 	Generator Loss: 0.000484 	D(x): 0.911860 	D(G(z)): 0.090663 / 0.032054
Epoch: 143 	Discriminator Loss: 0.000028 	Generator Loss: 0.000510 	D(x): 0.898409 	D(G(z)): 0.097463 / 0.049314
Epoch: 144 	Discriminator Loss: 0.000023 	Generator Loss: 0.000476 	D(x): 0.916838 	D(G(z)): 0.082692 / 0.040056
Epoch: 145 	Discriminator Loss: 0.000024 	Generator Loss: 0.000456 	D(x): 0.912534 	D(G(z)): 0.085716 / 0.046390
Epoch: 146 	Discriminator Loss: 0.000039 	Generator Loss: 0.000483 	D(x): 0.881522 	D(G(z)): 0.120158 / 0.058225
Epoch: 147 	Discriminator Loss: 0.000018 	Generator Loss: 0.000463 	D(x): 0.927015 	D(G(z)): 0.071104 / 0.032565
Epoch: 148 	Discriminator Loss: 0.000017 	Generator Loss: 0.000431 	D(x): 0.928404 	D(G(z)): 0.070317 / 0.034499
Epoch: 149 	Discriminator Loss: 0.000026 	Generator Loss: 0.000495 	D(x): 0.906871 	D(G(z)): 0.090814 / 0.048543
Epoch: 150 	Discriminator Loss: 0.000022 	Generator Loss: 0.000449 	D(x): 0.916120 	D(G(z)): 0.083931 / 0.042155
Epoch: 151 	Discriminator Loss: 0.000024 	Generator Loss: 0.000447 	D(x): 0.910788 	D(G(z)): 0.087429 / 0.055859
Epoch: 152 	Discriminator Loss: 0.000021 	Generator Loss: 0.000452 	D(x): 0.918756 	D(G(z)): 0.087158 / 0.040892
Epoch: 153 	Discriminator Loss: 0.000021 	Generator Loss: 0.000453 	D(x): 0.913568 	D(G(z)): 0.079647 / 0.032362
Epoch: 154 	Discriminator Loss: 0.000013 	Generator Loss: 0.000425 	D(x): 0.943416 	D(G(z)): 0.056336 / 0.027866
Epoch: 155 	Discriminator Loss: 0.000014 	Generator Loss: 0.000462 	D(x): 0.937512 	D(G(z)): 0.061717 / 0.025169
Epoch: 156 	Discriminator Loss: 0.000066 	Generator Loss: 0.000534 	D(x): 0.833179 	D(G(z)): 0.168384 / 0.076895
Epoch: 157 	Discriminator Loss: 0.000031 	Generator Loss: 0.000480 	D(x): 0.888499 	D(G(z)): 0.109990 / 0.037856
Epoch: 158 	Discriminator Loss: 0.000021 	Generator Loss: 0.000421 	D(x): 0.914504 	D(G(z)): 0.087444 / 0.040799
Epoch: 159 	Discriminator Loss: 0.000015 	Generator Loss: 0.000399 	D(x): 0.929884 	D(G(z)): 0.066739 / 0.039902
Epoch: 160 	Discriminator Loss: 0.000013 	Generator Loss: 0.000404 	D(x): 0.938804 	D(G(z)): 0.060642 / 0.032373
Epoch: 161 	Discriminator Loss: 0.000019 	Generator Loss: 0.000414 	D(x): 0.921587 	D(G(z)): 0.076394 / 0.045746
Epoch: 162 	Discriminator Loss: 0.000013 	Generator Loss: 0.000419 	D(x): 0.941383 	D(G(z)): 0.059036 / 0.027269
Epoch: 163 	Discriminator Loss: 0.000011 	Generator Loss: 0.000411 	D(x): 0.949343 	D(G(z)): 0.050105 / 0.026555
Epoch: 164 	Discriminator Loss: 0.000014 	Generator Loss: 0.000415 	D(x): 0.934022 	D(G(z)): 0.064420 / 0.033457
Epoch: 165 	Discriminator Loss: 0.000056 	Generator Loss: 0.000454 	D(x): 0.871961 	D(G(z)): 0.128265 / 0.086071
Epoch: 166 	Discriminator Loss: 0.000034 	Generator Loss: 0.000426 	D(x): 0.874525 	D(G(z)): 0.125819 / 0.046641
Epoch: 167 	Discriminator Loss: 0.000026 	Generator Loss: 0.000424 	D(x): 0.904663 	D(G(z)): 0.096876 / 0.046714
Epoch: 168 	Discriminator Loss: 0.000018 	Generator Loss: 0.000405 	D(x): 0.919539 	D(G(z)): 0.079636 / 0.035178
Epoch: 169 	Discriminator Loss: 0.000014 	Generator Loss: 0.000381 	D(x): 0.935442 	D(G(z)): 0.065118 / 0.034972
Epoch: 170 	Discriminator Loss: 0.000012 	Generator Loss: 0.000386 	D(x): 0.939370 	D(G(z)): 0.057390 / 0.030886
Epoch: 171 	Discriminator Loss: 0.000014 	Generator Loss: 0.000403 	D(x): 0.934206 	D(G(z)): 0.063993 / 0.033881
Epoch: 172 	Discriminator Loss: 0.000012 	Generator Loss: 0.000395 	D(x): 0.938949 	D(G(z)): 0.060985 / 0.026794
Epoch: 173 	Discriminator Loss: 0.000010 	Generator Loss: 0.000390 	D(x): 0.951348 	D(G(z)): 0.049812 / 0.025084
Epoch: 174 	Discriminator Loss: 0.000014 	Generator Loss: 0.000388 	D(x): 0.930696 	D(G(z)): 0.061135 / 0.038090
Epoch: 175 	Discriminator Loss: 0.000023 	Generator Loss: 0.000445 	D(x): 0.916108 	D(G(z)): 0.098595 / 0.051202
Epoch: 176 	Discriminator Loss: 0.000029 	Generator Loss: 0.000421 	D(x): 0.885777 	D(G(z)): 0.105642 / 0.047812
Epoch: 177 	Discriminator Loss: 0.000016 	Generator Loss: 0.000392 	D(x): 0.923561 	D(G(z)): 0.072291 / 0.035441
Epoch: 178 	Discriminator Loss: 0.000014 	Generator Loss: 0.000382 	D(x): 0.935049 	D(G(z)): 0.066637 / 0.038227
Epoch: 179 	Discriminator Loss: 0.000014 	Generator Loss: 0.000404 	D(x): 0.933514 	D(G(z)): 0.065491 / 0.038094
Epoch: 180 	Discriminator Loss: 0.000033 	Generator Loss: 0.000397 	D(x): 0.884835 	D(G(z)): 0.113562 / 0.062121
Epoch: 181 	Discriminator Loss: 0.000012 	Generator Loss: 0.000369 	D(x): 0.941359 	D(G(z)): 0.059135 / 0.031439
Epoch: 182 	Discriminator Loss: 0.000010 	Generator Loss: 0.000373 	D(x): 0.944513 	D(G(z)): 0.053225 / 0.031264
Epoch: 183 	Discriminator Loss: 0.000011 	Generator Loss: 0.000376 	D(x): 0.946415 	D(G(z)): 0.054013 / 0.032332
Epoch: 184 	Discriminator Loss: 0.000012 	Generator Loss: 0.000400 	D(x): 0.938285 	D(G(z)): 0.059649 / 0.028584
Epoch: 185 	Discriminator Loss: 0.000011 	Generator Loss: 0.000403 	D(x): 0.945598 	D(G(z)): 0.055367 / 0.030294
Epoch: 186 	Discriminator Loss: 0.000022 	Generator Loss: 0.000414 	D(x): 0.911242 	D(G(z)): 0.090507 / 0.043016
Epoch: 187 	Discriminator Loss: 0.000037 	Generator Loss: 0.000382 	D(x): 0.874868 	D(G(z)): 0.123496 / 0.086372
Epoch: 188 	Discriminator Loss: 0.000017 	Generator Loss: 0.000378 	D(x): 0.918665 	D(G(z)): 0.081464 / 0.031823
Epoch: 189 	Discriminator Loss: 0.000011 	Generator Loss: 0.000359 	D(x): 0.941615 	D(G(z)): 0.057169 / 0.027187
Epoch: 190 	Discriminator Loss: 0.000009 	Generator Loss: 0.000354 	D(x): 0.949830 	D(G(z)): 0.050024 / 0.029441
Epoch: 191 	Discriminator Loss: 0.000008 	Generator Loss: 0.000358 	D(x): 0.956036 	D(G(z)): 0.043224 / 0.025217
Epoch: 192 	Discriminator Loss: 0.000008 	Generator Loss: 0.000364 	D(x): 0.955839 	D(G(z)): 0.042409 / 0.026713
Epoch: 193 	Discriminator Loss: 0.000008 	Generator Loss: 0.000368 	D(x): 0.954564 	D(G(z)): 0.047103 / 0.026125
Epoch: 194 	Discriminator Loss: 0.000010 	Generator Loss: 0.000374 	D(x): 0.944254 	D(G(z)): 0.054262 / 0.029297
Epoch: 195 	Discriminator Loss: 0.000007 	Generator Loss: 0.000362 	D(x): 0.958571 	D(G(z)): 0.041003 / 0.023832
Epoch: 196 	Discriminator Loss: 0.000007 	Generator Loss: 0.000365 	D(x): 0.957239 	D(G(z)): 0.042070 / 0.026313
Epoch: 197 	Discriminator Loss: 0.000009 	Generator Loss: 0.000375 	D(x): 0.947620 	D(G(z)): 0.049771 / 0.029277
Epoch: 198 	Discriminator Loss: 0.000007 	Generator Loss: 0.000368 	D(x): 0.962217 	D(G(z)): 0.039535 / 0.019932
